gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000060419,Rps16-ps2,"ribosomal protein S16, pseudogene 2",1.019398592,5.66E-06,7.45E-05,2,8.263277797
ENSMUSG00000029439,Sfswap,splicing factor SWAP,1.128274281,0.001875649,0.009949583,2,5.363465325
ENSMUSG00000034211,Mrps17,mitochondrial ribosomal protein S17,1.349833448,1.16E-07,2.50E-06,2,6.7722521
ENSMUSG00000029447,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)",2.273269391,6.57E-31,2.72E-27,2,8.629516883
ENSMUSG00000080893,Ndufa12-ps,"NADH:ubiquinone oxidoreductase subunit A12, pseudogene",1.144799553,0.000443059,0.002987525,2,5.693929877
ENSMUSG00000061979,Rcc1l,reculator of chromosome condensation 1 like,1.156016244,0.002361052,0.012116103,2,5.51684616
ENSMUSG00000070473,Cldn3,claudin 3,1.636366314,6.46E-09,1.89E-07,2,7.534614042
ENSMUSG00000004951,Hspb1,heat shock protein 1,1.681501008,0.000280311,0.002035855,2,5.275760403
ENSMUSG00000043279,Trim56,tripartite motif-containing 56,1.795853076,2.99E-09,9.51E-08,2,6.785222619
ENSMUSG00000051502,Ufsp1,UFM1-specific peptidase 1,2.186989293,0.001805316,0.009654753,2,2.706126661
ENSMUSG00000023348,Trip6,thyroid hormone receptor interactor 6,2.082051886,8.51E-10,3.19E-08,2,5.348035351
ENSMUSG00000081228,Gm16089,predicted gene 16089,1.250439502,0.000755015,0.004640561,2,4.975571145
ENSMUSG00000029727,Cyp3a13,"cytochrome P450, family 3, subfamily a, polypeptide 13",1.709629625,4.07E-12,2.71E-10,2,9.268131404
ENSMUSG00000037053,Azgp1,"alpha-2-glycoprotein 1, zinc",1.062685595,2.33E-07,4.62E-06,2,11.59633787
ENSMUSG00000045438,Cox19,cytochrome c oxidase assembly protein 19,1.512451073,1.54E-07,3.19E-06,2,6.593950248
ENSMUSG00000029580,Actb,"actin, beta",1.736115876,3.10E-16,4.94E-14,2,11.8550917
ENSMUSG00000079111,Kdelr2,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2,1.000531793,2.43E-05,0.000259639,2,8.696303118
ENSMUSG00000001847,Rac1,Rac family small GTPase 1,1.222152328,1.55E-06,2.43E-05,2,8.392703104
ENSMUSG00000056035,Cyp3a11,"cytochrome P450, family 3, subfamily a, polypeptide 11",1.804966819,6.29E-15,7.90E-13,2,12.6047854
ENSMUSG00000075543,Urad,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase,1.299503251,8.17E-05,0.000725996,2,5.707401223
ENSMUSG00000086610,Gm15408,predicted gene 15408,1.807778633,0.007484308,0.030273222,2,2.89092989
ENSMUSG00000080002,Gm5566,predicted pseudogene 5566,1.670673364,0.010429559,0.039345006,2,2.806409775
ENSMUSG00000041132,N4bp2l1,NEDD4 binding protein 2-like 1,1.690396708,1.52E-08,4.08E-07,2,6.983871569
ENSMUSG00000106734,Gm20559,"predicted gene, 20559",1.704229334,0.00099385,0.005804381,2,3.790247381
ENSMUSG00000029664,Tfpi2,tissue factor pathway inhibitor 2,2.118867112,8.55E-14,8.37E-12,2,7.419576474
ENSMUSG00000032757,Bet1,Bet1 golgi vesicular membrane trafficking protein,1.257686483,0.000192975,0.00148356,2,7.579101614
ENSMUSG00000042541,Sem1,"SEM1, 26S proteasome complex subunit",1.287651908,3.55E-05,0.000359868,2,6.705687238
ENSMUSG00000012483,Rpa3,replication protein A3,2.512422494,1.93E-05,0.000214262,2,2.906302125
ENSMUSG00000029632,Ndufa4,"Ndufa4, mitochondrial complex associated",1.043653049,5.56E-06,7.34E-05,2,9.377177271
ENSMUSG00000052419,2610001J05Rik,RIKEN cDNA 2610001J05 gene,2.617506366,1.93E-17,3.86E-15,2,5.60893961
ENSMUSG00000029670,Ing3,"inhibitor of growth family, member 3",1.221140246,0.003078094,0.015014914,2,4.557082322
ENSMUSG00000029695,Aass,aminoadipate-semialdehyde synthase,1.341082764,1.40E-07,2.96E-06,2,10.228347
ENSMUSG00000039130,Zc3hc1,"zinc finger, C3HC type 1",1.072087465,0.011770919,0.043327297,2,4.892147242
ENSMUSG00000087380,2210408F21Rik,RIKEN cDNA 2210408F21 gene,1.199892738,0.007847996,0.031326479,2,4.528996306
ENSMUSG00000019689,Fmc1,formation of mitochondrial complex V assembly factor 1,1.208475525,0.001051384,0.006094246,2,5.614565802
ENSMUSG00000029864,Gstk1,glutathione S-transferase kappa 1,1.110746745,3.40E-06,4.85E-05,2,8.647728742
ENSMUSG00000051124,Gimap9,"GTPase, IMAP family member 9",1.120119085,0.012467814,0.045368687,2,4.715874174
ENSMUSG00000054435,Gimap4,"GTPase, IMAP family member 4",1.549751726,0.000149203,0.001195352,2,4.50338837
ENSMUSG00000029815,Malsu1,mitochondrial assembly of ribosomal large subunit 1,1.173884366,0.000502903,0.003338549,2,5.532562951
ENSMUSG00000029817,Tra2a,transformer 2 alpha,1.610480079,2.45E-05,0.000261291,2,5.341830281
ENSMUSG00000038074,Fkbp14,FK506 binding protein 14,1.980741272,1.65E-06,2.55E-05,2,4.283320362
ENSMUSG00000037826,Ppm1k,protein phosphatase 1K (PP2C domain containing),1.231854471,1.11E-05,0.000133739,2,8.934462067
ENSMUSG00000062190,Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2,1.513828726,0.000110924,0.000936978,2,5.299566078
ENSMUSG00000047905,Gm8566,predicted pseudogene 8566,3.039413117,2.74E-23,2.62E-20,2,6.586440579
ENSMUSG00000063884,Ptcd3,pentatricopeptide repeat domain 3,1.175435051,2.91E-05,0.000302979,2,7.087764376
ENSMUSG00000052738,Suclg1,"succinate-CoA ligase, GDP-forming, alpha subunit",1.11175162,1.82E-06,2.78E-05,2,9.2015075
ENSMUSG00000107770,Gm44126,"predicted gene, 44126",2.838518152,8.89E-05,0.000777484,2,2.368522248
ENSMUSG00000030034,Ino80b,INO80 complex subunit B,1.037377738,0.008985514,0.034876528,2,4.888281721
ENSMUSG00000033735,Spr,sepiapterin reductase,1.068688147,4.14E-06,5.73E-05,2,8.393385099
ENSMUSG00000079494,Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,1.600734685,3.00E-06,4.35E-05,2,5.979643155
ENSMUSG00000057103,Nat8f1,N-acetyltransferase 8 (GCN5-related) family member 1,1.069644885,7.01E-05,0.000641027,2,8.398315913
ENSMUSG00000030057,Cnbp,cellular nucleic acid binding protein,1.449922346,2.11E-12,1.47E-10,2,9.539498863
ENSMUSG00000056643,Chst13,carbohydrate sulfotransferase 13,1.184305602,0.001880637,0.009971786,2,5.038784729
ENSMUSG00000034203,Chchd4,coiled-coil-helix-coiled-coil-helix domain containing 4,1.60284627,0.000101653,0.000871695,2,4.975571145
ENSMUSG00000045100,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",1.147506072,0.007232919,0.029409456,2,4.70135482
ENSMUSG00000030061,Uba3,ubiquitin-like modifier activating enzyme 3,1.776782417,7.73E-11,3.91E-09,2,6.893331003
ENSMUSG00000035199,Arl6ip5,ADP-ribosylation factor-like 6 interacting protein 5,1.456322274,1.48E-06,2.33E-05,2,6.579610913
ENSMUSG00000084319,Tpt1-ps3,"tumor protein, translationally-controlled, pseudogene 3",1.429208098,2.24E-13,2.01E-11,2,10.38281122
ENSMUSG00000030101,Sumf1,sulfatase modifying factor 1,1.466809667,7.30E-06,9.31E-05,2,6.833156834
ENSMUSG00000086429,Gt(ROSA)26Sor,"gene trap ROSA 26, Philippe Soriano",1.345387439,0.008943136,0.034727969,2,3.748963783
ENSMUSG00000030272,Camk1,calcium/calmodulin-dependent protein kinase I,1.047847632,0.010509766,0.039583513,2,4.91782749
ENSMUSG00000079426,Arpc4,"actin related protein 2/3 complex, subunit 4",1.961034288,2.40E-15,3.21E-13,2,7.341329515
ENSMUSG00000030284,Creld1,cysteine-rich with EGF-like domains 1,1.417571536,6.98E-06,8.94E-05,2,6.856428966
ENSMUSG00000033940,Brk1,"BRICK1, SCAR/WAVE actin-nucleating complex subunit",1.864249515,9.20E-12,5.72E-10,2,6.906791053
ENSMUSG00000030298,Sec13,"SEC13 homolog, nuclear pore and COPII coat complex component",1.564713586,1.02E-10,4.88E-09,2,7.382602729
ENSMUSG00000000440,Pparg,peroxisome proliferator activated receptor gamma,1.902362937,5.71E-07,1.01E-05,2,6.731763249
ENSMUSG00000057841,Rpl32,ribosomal protein L32,1.72433213,1.65E-09,5.64E-08,2,8.179822469
ENSMUSG00000041372,B4galnt3,"beta-1,4-N-acetyl-galactosaminyl transferase 3",2.086228874,0.00227774,0.011766273,2,2.716628221
ENSMUSG00000059908,Mug1,murinoglobulin 1,1.000494998,0.001752808,0.009390094,2,12.84352719
ENSMUSG00000055093,Rps27a-ps3,"ribosomal protein S27A, pseudogene 3",1.81624978,6.45E-06,8.30E-05,2,4.748274717
ENSMUSG00000008153,Clstn3,calsyntenin 3,1.289036241,8.91E-05,0.000779086,2,7.847748088
ENSMUSG00000072772,Grcc10,"gene rich cluster, C10 gene",1.255381723,0.006179774,0.026029578,2,4.347927259
ENSMUSG00000030335,Mrpl51,mitochondrial ribosomal protein L51,1.389728115,9.54E-07,1.60E-05,2,6.619879108
ENSMUSG00000030342,Cd9,CD9 antigen,1.541420079,1.99E-07,4.04E-06,2,5.963362393
ENSMUSG00000000399,Ndufa9,NADH:ubiquinone oxidoreductase subunit A9,1.68421276,4.62E-15,5.98E-13,2,8.280217495
ENSMUSG00000030157,Clec2d,"C-type lectin domain family 2, member d",1.058942269,1.21E-05,0.000144766,2,9.488039493
ENSMUSG00000097354,2310001H17Rik,RIKEN cDNA 2310001H17 gene,1.934991364,3.13E-07,5.88E-06,2,4.353545586
ENSMUSG00000003031,Cdkn1b,cyclin-dependent kinase inhibitor 1B,1.223807751,5.92E-06,7.79E-05,2,6.400028668
ENSMUSG00000082691,Dynlt1-ps1,"dynein light chain Tctex-type 1, pseuodogene 1",1.20688614,0.00387107,0.01801053,2,4.66967341
ENSMUSG00000096010,H4f16,H4 histone 16,2.694171417,2.46E-14,2.71E-12,2,4.479374753
ENSMUSG00000008540,Mgst1,microsomal glutathione S-transferase 1,1.193830324,8.99E-08,2.00E-06,2,13.43930998
ENSMUSG00000067344,Rps25-ps1,"ribosomal protein S25, pseudogene 1",1.216364964,0.000318058,0.002259846,2,5.244581873
ENSMUSG00000030291,Med21,mediator complex subunit 21,2.104664257,1.46E-07,3.07E-06,2,4.556108078
ENSMUSG00000063171,Rps4l,ribosomal protein S4-like,1.157128099,0.000604681,0.00388558,2,5.328450026
ENSMUSG00000107470,Gm3375,predicted gene 3375,1.235686046,0.012571336,0.045691901,2,4.249295896
ENSMUSG00000078817,Nlrp12,"NLR family, pyrin domain containing 12",1.273719199,0.007558099,0.030482453,2,5.187418785
ENSMUSG00000035585,Tsen34,tRNA splicing endonuclease subunit 34,1.118804124,5.74E-05,0.000542471,2,6.302691981
ENSMUSG00000043432,Leng9,leukocyte receptor cluster (LRC) member 9,2.061890969,8.58E-05,0.000754514,2,3.535741245
ENSMUSG00000063802,Hspbp1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",1.460105359,9.95E-06,0.000121644,2,5.727063538
ENSMUSG00000086784,Isoc2a,isochorismatase domain containing 2a,2.110673025,2.20E-10,9.61E-09,2,8.169558891
ENSMUSG00000062116,Zfp954,zinc finger protein 954,1.333139675,0.006743396,0.027921206,2,4.144720152
ENSMUSG00000030382,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",1.048326085,2.31E-06,3.44E-05,2,11.59544077
ENSMUSG00000030378,Sult2a8,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8",1.693774829,0.00160851,0.008726099,2,10.30871745
ENSMUSG00000094156,Sult2a7,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7",1.234504062,0.008997074,0.034882505,2,4.826858725
ENSMUSG00000019158,Tmem160,transmembrane protein 160,1.6356061,7.44E-06,9.46E-05,2,4.997669368
ENSMUSG00000008036,Ap2s1,"adaptor-related protein complex 2, sigma 1 subunit",1.116359631,9.43E-05,0.000817069,2,6.657010581
ENSMUSG00000030403,Vasp,vasodilator-stimulated phosphoprotein,1.326280119,6.75E-05,0.00062223,2,5.446668419
ENSMUSG00000044709,Gemin7,gem nuclear organelle associated protein 7,1.176823584,0.00324563,0.015647069,2,5.098675468
ENSMUSG00000040511,Pvr,poliovirus receptor,1.164309109,0.008309715,0.032769741,2,4.588448911
ENSMUSG00000054499,Dedd2,death effector domain-containing DNA binding protein 2,1.381728876,7.58E-06,9.60E-05,2,5.810052702
ENSMUSG00000005447,Pafah1b3,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",3.068577052,0.000404209,0.002769108,2,1.920931098
ENSMUSG00000060376,Bckdha,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",1.845798172,1.40E-14,1.68E-12,2,7.754554532
ENSMUSG00000049685,Cyp2g1,"cytochrome P450, family 2, subfamily g, polypeptide 1",2.297259177,0.012817515,0.046418622,2,1.926972974
ENSMUSG00000052974,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2",1.448240268,1.15E-06,1.87E-05,2,11.11829697
ENSMUSG00000082016,Pgam1-ps2,"phosphoglycerate mutase 1, pseudogene 2",1.403531769,1.41E-07,2.98E-06,2,6.898167266
ENSMUSG00000008384,Sertad1,SERTA domain containing 1,2.303287712,1.95E-07,3.97E-06,2,3.973972952
ENSMUSG00000074227,Spint2,"serine protease inhibitor, Kunitz type 2",1.635041297,3.39E-10,1.41E-08,2,7.928807725
ENSMUSG00000036892,Prodh2,proline dehydrogenase (oxidase) 2,1.557276109,2.56E-13,2.24E-11,2,8.928816758
ENSMUSG00000006315,Tmem147,transmembrane protein 147,1.36944954,9.02E-07,1.53E-05,2,7.408251603
ENSMUSG00000002635,Pdcd2l,programmed cell death 2-like,1.364463027,0.001472488,0.008090549,2,4.439188471
ENSMUSG00000034957,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",1.057091705,2.19E-05,0.000238119,2,10.53819006
ENSMUSG00000038704,Aspdh,aspartate dehydrogenase domain containing,1.008530438,0.000132172,0.001081205,2,7.41976938
ENSMUSG00000002205,Vrk3,vaccinia related kinase 3,1.01118376,0.001428231,0.007903259,2,5.937155714
ENSMUSG00000038539,Atf5,activating transcription factor 5,1.857879576,5.51E-09,1.63E-07,2,8.94044372
ENSMUSG00000002963,Pnkp,polynucleotide kinase 3'- phosphatase,1.347760262,4.18E-05,0.000412835,2,5.818023356
ENSMUSG00000003184,Irf3,interferon regulatory factor 3,1.268682668,2.27E-06,3.39E-05,2,6.703709054
ENSMUSG00000046721,Rpl14-ps1,"ribosomal protein L14, pseudogene 1",1.097859117,0.00028189,0.002044935,2,7.264838468
ENSMUSG00000109644,0610005C13Rik,RIKEN cDNA 0610005C13 gene,1.152422892,2.78E-07,5.36E-06,2,7.943909957
ENSMUSG00000010307,Tmem86a,transmembrane protein 86A,1.703728797,4.45E-05,0.000435742,2,4.532963089
ENSMUSG00000030452,Nipa2,non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human),2.00818167,6.67E-17,1.20E-14,2,6.673527154
ENSMUSG00000047370,Gm7367,predicted pseudogene 7367,1.784926301,0.000128947,0.001058299,2,4.315409789
ENSMUSG00000100094,1810008I18Rik,RIKEN cDNA 1810008I18 gene,1.194417199,1.55E-05,0.000175884,2,6.602601095
ENSMUSG00000030555,Ttc23,tetratricopeptide repeat domain 23,1.638431064,1.07E-06,1.75E-05,2,7.899327124
ENSMUSG00000030612,Mrpl46,mitochondrial ribosomal protein L46,1.423806945,6.11E-05,0.000573735,2,5.262944744
ENSMUSG00000030605,Mfge8,milk fat globule EGF and factor V/VIII domain containing,1.17148363,0.002834068,0.014028187,2,5.373764152
ENSMUSG00000091989,Ndufab1-ps,NADH:ubiquinone oxidoreductase subunit AB1b,2.308033028,0.001309564,0.007344666,2,2.372955024
ENSMUSG00000025722,Wdr73,WD repeat domain 73,1.397374,4.45E-05,0.000435635,2,5.459000464
ENSMUSG00000025724,Sec11a,"SEC11 homolog A, signal peptidase complex subunit",1.382657696,1.96E-08,5.12E-07,2,6.776859092
ENSMUSG00000097277,2900076A07Rik,RIKEN cDNA 2900076A07 gene,2.3597746,0.000540626,0.003536108,2,2.481863943
ENSMUSG00000030630,Fah,fumarylacetoacetate hydrolase,1.41488749,1.28E-13,1.18E-11,2,10.45113217
ENSMUSG00000069972,Rps13-ps2,"ribosomal protein S13, pseudogene 2",2.656420174,5.44E-18,1.28E-15,2,5.719007959
ENSMUSG00000062797,Hikeshi,heat shock protein nuclear import factor,1.431688264,7.96E-05,0.000711674,2,5.475871848
ENSMUSG00000030615,Tmem126a,transmembrane protein 126A,1.633577563,3.26E-08,8.15E-07,2,6.107264862
ENSMUSG00000030613,Ccdc90b,coiled-coil domain containing 90B,1.949304959,0.000449808,0.003028107,2,3.587312501
ENSMUSG00000018995,Nars2,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),1.431808455,2.02E-05,0.000221532,2,6.129087405
ENSMUSG00000030744,Rps3,ribosomal protein S3,1.073226174,2.83E-07,5.43E-06,2,9.224577276
ENSMUSG00000033685,Ucp2,"uncoupling protein 2 (mitochondrial, proton carrier)",1.204807704,1.65E-05,0.000186269,2,7.021125472
ENSMUSG00000044881,Coa4,cytochrome c oxidase assembly factor 4,1.519041173,0.004782863,0.021338399,2,3.587312501
ENSMUSG00000110251,Gm2996,predicted gene 2996,1.223739069,0.013449701,0.048277594,2,4.79536883
ENSMUSG00000056144,Trim34a,tripartite motif-containing 34A,1.802918848,0.004435619,0.020082794,2,2.979518106
ENSMUSG00000057143,Trim12c,tripartite motif-containing 12C,1.900068077,0.000506327,0.003356731,2,3.969589308
ENSMUSG00000030921,Trim30a,tripartite motif-containing 30A,1.082840985,0.003310788,0.015883036,2,5.373764152
ENSMUSG00000047554,Tmem41b,transmembrane protein 41B,1.438043443,2.74E-06,4.02E-05,2,5.710031465
ENSMUSG00000030751,Psma1,proteasome subunit alpha 1,2.620999493,3.03E-33,1.89E-29,2,7.849649626
ENSMUSG00000107383,Gm4366,predicted gene 4366,1.479714444,1.11E-08,3.05E-07,2,7.822151905
ENSMUSG00000008683,Rps15a,ribosomal protein S15A,1.616495325,4.75E-07,8.54E-06,2,6.522780453
ENSMUSG00000033533,Acsm1,acyl-CoA synthetase medium-chain family member 1,1.215501271,1.45E-08,3.91E-07,2,9.715248007
ENSMUSG00000030935,Acsm3,acyl-CoA synthetase medium-chain family member 3,1.3355995,5.30E-11,2.77E-09,2,8.370696661
ENSMUSG00000030909,Anks4b,ankyrin repeat and sterile alpha motif domain containing 4B,1.210801916,3.44E-05,0.00035213,2,8.257652757
ENSMUSG00000034951,Cog7,component of oligomeric golgi complex 7,1.045307389,0.000418047,0.00285291,2,6.600476282
ENSMUSG00000084230,Gm14388,predicted gene 14388,1.164436309,0.003353904,0.016033169,2,5.060629642
ENSMUSG00000030763,Lcmt1,leucine carboxyl methyltransferase 1,1.08092214,0.01153527,0.042684267,2,4.994796052
ENSMUSG00000030707,Coro1a,"coronin, actin binding protein 1A",1.238914198,0.008609333,0.033644676,2,4.469059856
ENSMUSG00000030682,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),1.207431473,1.97E-06,2.98E-05,2,7.258012877
ENSMUSG00000054381,Zfp747,zinc finger protein 747,1.853103981,0.000499199,0.003321046,2,3.754070494
ENSMUSG00000030823,9130019O22Rik,RIKEN cDNA 9130019O22 gene,2.04180704,0.000743483,0.004585548,2,3.073911976
ENSMUSG00000078580,E430018J23Rik,RIKEN cDNA E430018J23 gene,1.620054122,0.005318884,0.023229718,2,3.649945512
ENSMUSG00000045757,Zfp764,zinc finger protein 764,2.694547767,0.002085307,0.010912756,2,1.914863812
ENSMUSG00000030815,Phkg2,"phosphorylase kinase, gamma 2 (testis)",1.097297426,0.011097515,0.041375262,2,4.836968827
ENSMUSG00000063179,Pstk,phosphoseryl-tRNA kinase,1.094363843,0.011543871,0.042684267,2,4.442355522
ENSMUSG00000030960,Eef1akmt2,EEF1A lysine methyltransferase 2,2.035336425,0.008693287,0.033905999,2,2.381779925
ENSMUSG00000054612,Mgmt,O-6-methylguanine-DNA methyltransferase,1.064732854,0.000466729,0.003130156,2,6.161233528
ENSMUSG00000025479,Cyp2e1,"cytochrome P450, family 2, subfamily e, polypeptide 1",1.673007907,5.46E-08,1.28E-06,2,14.42252538
ENSMUSG00000109628,BC024386,cDNA sequence BC023486,1.387589996,1.24E-09,4.37E-08,2,7.707464413
ENSMUSG00000025492,Ifitm3,interferon induced transmembrane protein 3,1.056842654,2.14E-05,0.000232505,2,8.925891524
ENSMUSG00000025494,Sigirr,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain,1.153294618,0.001034017,0.006005123,2,5.298983843
ENSMUSG00000038650,Rnh1,ribonuclease/angiogenin inhibitor 1,1.621419837,1.32E-12,9.66E-11,2,8.082065996
ENSMUSG00000051007,Gatd1,glutamine amidotransferase like class 1 domain containing 1,1.241995268,0.000546787,0.003570771,2,5.574868595
ENSMUSG00000025508,Rplp2,"ribosomal protein, large P2",3.138092727,4.38E-29,1.36E-25,2,6.510983904
ENSMUSG00000025509,Pnpla2,patatin-like phospholipase domain containing 2,1.049712569,0.001562419,0.008509471,2,7.749709544
ENSMUSG00000038489,Polr2l,polymerase (RNA) II (DNA directed) polypeptide L,1.106552377,0.012798386,0.046381558,2,4.768232972
ENSMUSG00000000154,Slc22a18,"solute carrier family 22 (organic cation transporter), member 18",1.135199856,9.88E-05,0.000849769,2,8.412555416
ENSMUSG00000010755,Cars,cysteinyl-tRNA synthetase,1.083077035,0.000265267,0.001941333,2,6.135154072
ENSMUSG00000019762,Iyd,iodotyrosine deiodinase,2.098776462,1.94E-19,6.33E-17,2,8.159221772
ENSMUSG00000019832,Rab32,"RAB32, member RAS oncogene family",1.224713245,0.000144662,0.001166489,2,6.381262363
ENSMUSG00000019868,Vta1,vesicle (multivesicular body) trafficking 1,1.439786732,0.000193051,0.00148356,2,4.929580463
ENSMUSG00000039910,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",2.191514293,2.96E-10,1.25E-08,2,5.629258506
ENSMUSG00000061983,Rps12,ribosomal protein S12,1.968620773,5.34E-05,0.000510718,2,3.701185592
ENSMUSG00000020010,Vnn3,vanin 3,2.10635675,2.66E-23,2.62E-20,2,8.11197078
ENSMUSG00000096546,Smlr1,small leucine-rich protein 1,1.105263342,8.53E-05,0.000751531,2,6.206578565
ENSMUSG00000095478,Gm9824,predicted pseudogene 9824,1.038925252,0.00232913,0.011977005,2,5.818835901
ENSMUSG00000110960,Supt4b,"SPT4B, DSIF elongation factor subunit",1.786582212,0.00018848,0.001451119,2,4.135618471
ENSMUSG00000110935,Gm8834,predicted gene 8834,1.827806102,0.004800143,0.021400134,2,6.747783034
ENSMUSG00000071335,Mfsd4b3-ps,"major facilitator superfamily domain containing 4B3, pseudogene",1.391182847,0.000811386,0.004909897,2,5.397106916
ENSMUSG00000038240,Pdss2,"prenyl (solanesyl) diphosphate synthase, subunit 2",1.172045023,0.001203008,0.006834655,2,5.301892673
ENSMUSG00000019877,Serinc1,serine incorporator 1,1.309081754,9.45E-11,4.59E-09,2,9.821226106
ENSMUSG00000038010,Ccdc138,coiled-coil domain containing 138,2.518925763,0.000105067,0.000894794,2,2.709635681
ENSMUSG00000019917,Septin10,septin 10,1.53431741,2.38E-07,4.69E-06,2,5.907243307
ENSMUSG00000004207,Psap,prosaposin,1.064385409,2.11E-08,5.46E-07,2,10.90952252
ENSMUSG00000020089,Ppa1,pyrophosphatase (inorganic) 1,1.277268279,7.77E-06,9.82E-05,2,8.611742837
ENSMUSG00000020079,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)",1.289860501,0.000389644,0.002682635,2,5.760062868
ENSMUSG00000020077,Srgn,serglycin,2.365435675,1.15E-10,5.45E-09,2,5.035992221
ENSMUSG00000112129,Pbld1,phenazine biosynthesis-like protein domain containing 1,1.090531637,8.34E-07,1.42E-05,2,9.144251346
ENSMUSG00000036764,Dnajc12,DnaJ heat shock protein family (Hsp40) member C12,1.266320993,0.005649979,0.024266612,2,4.311951085
ENSMUSG00000033427,Upb1,"ureidopropionase, beta",1.777561481,1.09E-15,1.52E-13,2,9.531368766
ENSMUSG00000020180,Snrpd3,small nuclear ribonucleoprotein D3,2.248840333,9.84E-13,7.64E-11,2,5.933033881
ENSMUSG00000001666,Ddt,D-dopachrome tautomerase,1.066302392,0.000294232,0.002115476,2,7.262881463
ENSMUSG00000001663,Gstt1,"glutathione S-transferase, theta 1",1.480788217,7.90E-13,6.25E-11,2,9.818683562
ENSMUSG00000049422,Chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10,1.275005363,1.07E-09,3.82E-08,2,9.42086736
ENSMUSG00000032763,Ilvbl,ilvB (bacterial acetolactate synthase)-like,1.306452965,1.27E-05,0.000150254,2,6.626521214
ENSMUSG00000111897,Gm19810,"predicted gene, 19810",2.287322011,0.000284223,0.002058261,2,3.054726069
ENSMUSG00000035754,Wdr18,WD repeat domain 18,1.046982692,2.37E-05,0.000254784,2,7.419576474
ENSMUSG00000004667,Polr2e,polymerase (RNA) II (DNA directed) polypeptide E,1.674085782,1.57E-09,5.42E-08,2,5.907243307
ENSMUSG00000075706,Gpx4,glutathione peroxidase 4,1.281255026,3.03E-06,4.39E-05,2,7.328674828
ENSMUSG00000003346,Abhd17a,abhydrolase domain containing 17A,1.021331416,4.17E-05,0.000412428,2,8.226927171
ENSMUSG00000035242,Oaz1,ornithine decarboxylase antizyme 1,1.269197923,4.35E-05,0.000427816,2,7.048463301
ENSMUSG00000035041,Creb3l3,cAMP responsive element binding protein 3-like 3,1.354805358,2.32E-07,4.60E-06,2,9.772368203
ENSMUSG00000034748,Sirt6,sirtuin 6,2.214495007,0.007880283,0.031415018,2,2.240668236
ENSMUSG00000063320,1190007I07Rik,RIKEN cDNA 1190007I07 gene,1.203850506,0.005577622,0.024063896,2,4.671473883
ENSMUSG00000020250,Txnrd1,thioredoxin reductase 1,1.266870608,2.08E-09,7.01E-08,2,9.041867481
ENSMUSG00000050490,Psma5-ps,"proteasome subunit alpha 5, pseudogene",2.062986121,3.85E-12,2.59E-10,2,5.362351099
ENSMUSG00000020051,Pah,phenylalanine hydroxylase,1.812646199,7.37E-13,5.87E-11,2,11.44262456
ENSMUSG00000020017,Hal,histidine ammonia lyase,1.059823969,0.00058658,0.003788849,2,10.07315897
ENSMUSG00000020018,Snrpf,small nuclear ribonucleoprotein polypeptide F,2.054278382,0.007728543,0.03097895,2,2.594557761
ENSMUSG00000045867,Cradd,CASP2 and RIPK1 domain containing adaptor with death domain,1.339012535,0.000225621,0.00168908,2,5.439818225
ENSMUSG00000101517,4732465J04Rik,RIKEN cDNA 4732465J04 gene,1.081045219,0.006393124,0.026756008,2,5.057190693
ENSMUSG00000111923,Gm34777,"predicted gene, 34777",1.51379868,0.013968829,0.049810273,2,3.294822498
ENSMUSG00000019960,Dusp6,dual specificity phosphatase 6,1.319439994,2.64E-06,3.89E-05,2,7.701234036
ENSMUSG00000069520,Tmem19,transmembrane protein 19,1.237059541,4.97E-06,6.72E-05,2,8.670285843
ENSMUSG00000112294,Gm4129,predicted gene 4129,2.75855731,0.008722801,0.033967837,2,1.729848954
ENSMUSG00000047492,Inhbe,inhibin beta-E,1.676969628,4.69E-08,1.13E-06,2,8.377476818
