gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000057236,Rbbp4,"retinoblastoma binding protein 4, chromatin remodeling factor",1.47454106,8.47E-10,2.82E-08,1,8.596272251
ENSMUSG00000057572,Zbtb8os,zinc finger and BTB domain containing 8 opposite strand,1.165076943,0.003887652,0.018233331,1,5.021791938
ENSMUSG00000028807,Zbtb8a,zinc finger and BTB domain containing 8a,2.557274661,0.00046455,0.003176053,1,2.612795795
ENSMUSG00000050493,Fam167b,"family with sequence similarity 167, member B",1.718381585,0.005256458,0.02328809,1,3.493632764
ENSMUSG00000028798,Eif3i,"eukaryotic translation initiation factor 3, subunit I",1.029643874,8.68E-05,0.000774339,1,7.779953741
ENSMUSG00000028779,Pef1,penta-EF hand domain containing 1,1.278661029,6.25E-07,1.07E-05,1,6.83892163
ENSMUSG00000086290,Snhg12,small nucleolar RNA host gene 12,1.608062786,0.002751834,0.013809205,1,3.766901321
ENSMUSG00000028882,Ppp1r8,"protein phosphatase 1, regulatory subunit 8",2.545136283,7.56E-11,3.25E-09,1,4.529260031
ENSMUSG00000028850,Gpatch3,G patch domain containing 3,1.575349881,0.012565039,0.046145713,1,3.062403405
ENSMUSG00000003038,Hmgn2,high mobility group nucleosomal binding domain 2,1.174682479,0.008547235,0.034135165,1,4.580674328
ENSMUSG00000012117,Dhdds,dehydrodolichyl diphosphate synthase,1.027315634,0.000416526,0.002902426,1,6.664994366
ENSMUSG00000037366,Pafah2,platelet-activating factor acetylhydrolase 2,1.665805338,5.10E-10,1.81E-08,1,8.892748304
ENSMUSG00000028822,Tmem50a,transmembrane protein 50A,1.898094377,5.34E-14,3.87E-12,1,8.126657445
ENSMUSG00000083678,Gm12989,predicted gene 12989,1.516557144,0.000794775,0.004938112,1,5.143108864
ENSMUSG00000028675,Pnrc2,proline-rich nuclear receptor coactivator 2,1.943430165,3.29E-13,2.16E-11,1,6.945468525
ENSMUSG00000028672,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,1.14288469,3.48E-06,4.82E-05,1,9.374501544
ENSMUSG00000007872,Id3,inhibitor of DNA binding 3,1.812728829,0.002812968,0.014062829,1,6.710132968
ENSMUSG00000046447,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,1.579697358,3.63E-08,8.51E-07,1,7.573356074
ENSMUSG00000050608,Micos10,mitochondrial contact site and cristae organizing system subunit 10,1.216360561,3.22E-05,0.000330166,1,6.95036324
ENSMUSG00000066026,Dhrs3,dehydrogenase/reductase (SDR family) member 3,1.656659604,1.47E-06,2.25E-05,1,8.842188596
ENSMUSG00000041459,Tardbp,TAR DNA binding protein,1.996509761,3.93E-18,6.47E-16,1,7.625050729
ENSMUSG00000028961,Pgd,phosphogluconate dehydrogenase,1.004308689,0.00080762,0.004994422,1,7.734348412
ENSMUSG00000070572,Trmt112-ps2,"tRNA methyltransferase 11-2, pseudogene 2",1.216657043,0.003438392,0.016516771,1,4.963486976
ENSMUSG00000085787,Gm13092,predicted gene 13092,2.835062774,0.001699139,0.009318472,1,2.037251748
ENSMUSG00000028955,Vamp3,vesicle-associated membrane protein 3,1.232848129,0.003337312,0.016128861,1,5.512895962
ENSMUSG00000029059,Prxl2b,peroxiredoxin like 2B,1.473593313,0.00063688,0.004104479,1,5.144338358
ENSMUSG00000042333,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",1.637454613,2.83E-05,0.000294934,1,4.967279333
ENSMUSG00000029056,Pank4,pantothenate kinase 4,1.605271928,5.93E-05,0.000559379,1,5.272999571
ENSMUSG00000040429,Mterf1a,mitochondrial transcription termination factor 1a,2.479973687,0.002793964,0.013981935,1,2.369293185
ENSMUSG00000040464,Gtpbp10,GTP-binding protein 10 (putative),1.475330162,3.85E-05,0.000386085,1,5.530263176
ENSMUSG00000095159,Tubb4b-ps1,"tubulin, beta 4B class IVB, pseudogene 1",1.540143486,0.011241626,0.042496259,1,3.460645238
ENSMUSG00000002297,Dbf4,DBF4 zinc finger,2.702660001,0.000140454,0.001169316,1,2.708353662
ENSMUSG00000003623,Crot,carnitine O-octanoyltransferase,1.624897481,0.001635876,0.009022191,1,10.89090286
ENSMUSG00000028864,Hgf,hepatocyte growth factor,1.127564193,0.005182024,0.023020289,1,6.012690238
ENSMUSG00000002944,Cd36,CD36 molecule,2.201025419,0.000256091,0.001931867,1,8.713692944
ENSMUSG00000106294,Gm8539,predicted gene 8539,1.0089788,0.011591405,0.043398547,1,5.30801712
ENSMUSG00000038525,Armc10,armadillo repeat containing 10,1.308171162,0.005716973,0.024857086,1,4.372387337
ENSMUSG00000029017,Pmpcb,peptidase (mitochondrial processing) beta,1.31070145,2.26E-08,5.55E-07,1,8.480232621
ENSMUSG00000028932,Psmc2,"proteasome (prosome, macropain) 26S subunit, ATPase 2",1.533897746,2.69E-12,1.57E-10,1,7.961161578
ENSMUSG00000025745,Hadha,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,1.030205804,1.16E-07,2.43E-06,1,10.28795699
ENSMUSG00000029177,Cenpa,centromere protein A,2.01717767,0.001476229,0.008263758,1,3.393451864
ENSMUSG00000059434,Gckr,glucokinase regulatory protein,1.139833732,6.70E-07,1.14E-05,1,8.660376062
ENSMUSG00000053134,Supt7l,"SPT7-like, STAGA complex gamma subunit",1.246129415,0.009382101,0.036650818,1,4.778853718
ENSMUSG00000014956,Ppp1cb,protein phosphatase 1 catalytic subunit beta,2.007710303,1.19E-17,1.80E-15,1,9.047616098
ENSMUSG00000004642,Slbp,stem-loop binding protein,1.104223646,0.011459115,0.042997383,1,4.867304812
ENSMUSG00000067365,Tmem128,transmembrane protein 128,1.333142048,0.000228218,0.001759235,1,5.397038563
ENSMUSG00000029084,Cd38,CD38 antigen,1.03246384,0.002475315,0.012672013,1,5.596004623
ENSMUSG00000015806,Qdpr,quinoid dihydropteridine reductase,1.192845454,5.99E-10,2.10E-08,1,10.14559358
ENSMUSG00000106352,5033403H07Rik,RIKEN cDNA 5033403H07 gene,2.065116287,1.30E-08,3.40E-07,1,5.080051149
ENSMUSG00000039178,Tbc1d19,"TBC1 domain family, member 19",1.721828786,0.012468039,0.045898949,1,2.967630797
ENSMUSG00000047215,Rpl9,ribosomal protein L9,2.554839592,1.08E-06,1.74E-05,1,3.684511549
ENSMUSG00000037822,Smim14,small integral membrane protein 14,1.02633369,6.88E-05,0.000633704,1,7.85155831
ENSMUSG00000029213,Commd8,COMM domain containing 8,1.601424268,1.42E-06,2.18E-05,1,6.012690238
ENSMUSG00000106831,Ube2n-ps1,"ubiquitin-conjugating enzyme E2N, pseudogene 1",1.419268446,2.95E-05,0.000305979,1,5.685755777
ENSMUSG00000059325,Hopx,HOP homeobox,1.176412194,0.00753531,0.030890636,1,6.273752754
ENSMUSG00000106926,Rpl7-ps7,"ribosomal protein L7, pseudogene 7",2.716415668,2.05E-15,1.94E-13,1,5.676286301
ENSMUSG00000035836,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1",2.30287078,1.00E-15,1.03E-13,1,11.78524941
ENSMUSG00000070704,Ugt2b36,"UDP glucuronosyltransferase 2 family, polypeptide B36",1.908420732,9.43E-20,2.00E-17,1,11.2281876
ENSMUSG00000035780,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",2.547693832,2.58E-32,3.28E-29,1,10.54874948
ENSMUSG00000106397,Gm21049,"predicted gene, 21049",2.253470238,6.78E-09,1.87E-07,1,4.890393052
ENSMUSG00000029269,Sult1b1,"sulfotransferase family 1B, member 1",2.174554491,4.24E-14,3.09E-12,1,6.579775453
ENSMUSG00000029273,Sult1d1,"sulfotransferase family 1D, member 1",2.049156213,1.02E-22,3.40E-20,1,9.301804106
ENSMUSG00000067149,Jchain,immunoglobulin joining chain,4.295111904,0.009579351,0.037252217,1,0
ENSMUSG00000029366,Dck,deoxycytidine kinase,1.605141069,0.000604988,0.003942983,1,4.122083617
ENSMUSG00000029368,Alb,albumin,1.914308941,1.22E-15,1.23E-13,1,17.93746681
ENSMUSG00000029369,Afm,afamin,2.440205575,1.46E-18,2.68E-16,1,9.649960756
ENSMUSG00000029370,Rassf6,Ras association (RalGDS/AF-6) domain family member 6,1.004297706,0.012239305,0.045285403,1,5.447601027
ENSMUSG00000029380,Cxcl1,chemokine (C-X-C motif) ligand 1,2.577142493,6.90E-07,1.17E-05,1,3.6104504
ENSMUSG00000107198,Gm19619,"predicted gene, 19619",2.226822933,0.001360934,0.007717024,1,2.757077692
ENSMUSG00000106917,Gm7832,predicted gene 7832,2.13561453,0.000579887,0.003806748,1,3.50411302
ENSMUSG00000029417,Cxcl9,chemokine (C-X-C motif) ligand 9,1.403907973,0.012034395,0.044731129,1,4.729683337
ENSMUSG00000034826,Nup54,nucleoporin 54,1.105199638,0.000283996,0.002093852,1,6.033099457
ENSMUSG00000029486,Mrpl1,mitochondrial ribosomal protein L1,2.02058483,6.20E-14,4.40E-12,1,6.880177091
ENSMUSG00000106526,Gm42604,predicted gene 42604,1.317749901,0.008242015,0.033152416,1,3.85306127
ENSMUSG00000105814,Mir703,microRNA 703,2.421804656,0.011245776,0.042496259,1,2.305205383
ENSMUSG00000089809,Rasgef1b,"RasGEF domain family, member 1B",1.810031556,2.07E-06,3.04E-05,1,6.038036944
ENSMUSG00000029322,Plac8,placenta-specific 8,4.527697306,1.41E-26,8.15E-24,1,4.041145567
ENSMUSG00000016833,Mrps18c,mitochondrial ribosomal protein S18C,1.565841139,1.78E-05,0.000196887,1,5.422680218
ENSMUSG00000035234,Abraxas1,BRCA1 A complex subunit,2.002494866,0.001893872,0.010175457,1,2.90994234
ENSMUSG00000034528,Hsd17b13,hydroxysteroid (17-beta) dehydrogenase 13,1.369577587,6.87E-11,3.00E-09,1,9.677570619
ENSMUSG00000029311,Hsd17b11,hydroxysteroid (17-beta) dehydrogenase 11,1.736862435,3.95E-14,2.92E-12,1,9.209629889
ENSMUSG00000029279,Brdt,"bromodomain, testis-specific",2.455705147,0.003711963,0.017597867,1,2.510456781
ENSMUSG00000063406,Tmed5,transmembrane p24 trafficking protein 5,1.18398616,1.28E-05,0.000148714,1,7.943171897
ENSMUSG00000029499,Pxmp2,peroxisomal membrane protein 2,1.049968022,4.16E-05,0.000410637,1,8.074849365
ENSMUSG00000041939,Mvk,mevalonate kinase,1.535178882,1.72E-05,0.000190383,1,5.139752156
ENSMUSG00000009013,Dynll1,dynein light chain LC8-type 1,1.509734177,0.000355839,0.002533781,1,5.193521556
ENSMUSG00000029538,Srsf9,serine and arginine-rich splicing factor 9,1.161183472,0.000342674,0.002455185,1,5.668464474
ENSMUSG00000029535,Triap1,TP53 regulated inhibitor of apoptosis 1,1.627249908,1.78E-07,3.54E-06,1,5.792225456
ENSMUSG00000107369,Gstm2-ps1,"glutathione S-transferase mu 2 (muscle), pseudogene 1",1.081940034,0.000893915,0.005440628,1,7.815893792
ENSMUSG00000029614,Rpl6,ribosomal protein L6,1.66772142,4.00E-09,1.17E-07,1,7.154443489
ENSMUSG00000042647,Acad12,"acyl-Coenzyme A dehydrogenase family, member 12",1.243987291,0.003856613,0.018114525,1,5.069504891
ENSMUSG00000047635,2810006K23Rik,RIKEN cDNA 2810006K23 gene,1.364944383,0.005030593,0.022496797,1,4.68631265
ENSMUSG00000029394,Cdk2ap1,CDK2 (cyclin-dependent kinase 2)-associated protein 1,2.022117888,0.000234819,0.001795944,1,3.730763486
ENSMUSG00000029430,Ran,"RAN, member RAS oncogene family",2.019453811,1.71E-15,1.67E-13,1,7.50631092
ENSMUSG00000034211,Mrps17,mitochondrial ribosomal protein S17,1.198771859,2.76E-06,3.93E-05,1,6.991823507
ENSMUSG00000029432,Nipsnap2,nipsnap homolog 2,1.001764291,0.006902395,0.028836067,1,5.358085414
ENSMUSG00000029447,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)",2.737522992,1.98E-43,8.37E-40,1,8.612599896
ENSMUSG00000080893,Ndufa12-ps,"NADH:ubiquinone oxidoreductase subunit A12, pseudogene",1.063995352,0.001266706,0.007253989,1,5.818289583
ENSMUSG00000061979,Rcc1l,reculator of chromosome condensation 1 like,1.089005971,0.004995551,0.022419059,1,5.522551569
ENSMUSG00000029675,Eln,elastin,2.222171269,0.013799296,0.04984235,1,2.212804023
ENSMUSG00000070473,Cldn3,claudin 3,1.043198755,0.000247486,0.001876991,1,7.621003723
ENSMUSG00000004951,Hspb1,heat shock protein 1,1.419208063,0.005460854,0.024029299,1,4.329026149
ENSMUSG00000043279,Trim56,tripartite motif-containing 56,1.322865584,1.64E-05,0.000183262,1,6.839956206
ENSMUSG00000023348,Trip6,thyroid hormone receptor interactor 6,1.48446182,1.65E-05,0.000183985,1,5.543280531
ENSMUSG00000081228,Gm16089,predicted gene 16089,1.76410507,1.13E-06,1.80E-05,1,5.34512248
ENSMUSG00000029727,Cyp3a13,"cytochrome P450, family 3, subfamily a, polypeptide 13",2.138401078,6.89E-18,1.09E-15,1,8.983945143
ENSMUSG00000019518,Ap4m1,"adaptor-related protein complex AP-4, mu 1",1.30509844,0.001060473,0.00627974,1,5.081335549
ENSMUSG00000029580,Actb,"actin, beta",1.833611534,6.67E-18,1.09E-15,1,11.80088352
ENSMUSG00000039244,E130309D02Rik,RIKEN cDNA E130309D02 gene,1.454446236,5.37E-05,0.000514535,1,5.549535873
ENSMUSG00000079111,Kdelr2,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2,1.078497178,5.69E-06,7.41E-05,1,8.796079953
ENSMUSG00000001847,Rac1,Rac family small GTPase 1,1.408974969,3.69E-08,8.63E-07,1,8.342657811
ENSMUSG00000038722,Bud31,BUD31 homolog,1.420903752,1.49E-05,0.00016905,1,6.487401151
ENSMUSG00000029627,Zkscan14,zinc finger with KRAB and SCAN domains 14,1.680463668,0.008054192,0.032528865,1,3.587306505
ENSMUSG00000056035,Cyp3a11,"cytochrome P450, family 3, subfamily a, polypeptide 11",2.385009415,6.70E-25,3.04E-22,1,12.88681318
ENSMUSG00000029649,Pomp,proteasome maturation protein,1.143443133,1.40E-06,2.15E-05,1,8.21778032
ENSMUSG00000080002,Gm5566,predicted pseudogene 5566,1.857577901,0.001797141,0.009767337,1,3.570114889
ENSMUSG00000041132,N4bp2l1,NEDD4 binding protein 2-like 1,1.353481768,4.59E-06,6.15E-05,1,7.654069014
ENSMUSG00000106734,Gm20559,"predicted gene, 20559",1.627267256,0.008478017,0.033922754,1,3.028437867
ENSMUSG00000047735,Samd9l,sterile alpha motif domain containing 9-like,1.154095053,0.006938197,0.028938024,1,5.66760962
ENSMUSG00000001376,Vps50,VPS50 EARP/GARPII complex subunit,1.199309634,0.000554928,0.003673291,1,5.373793107
ENSMUSG00000029664,Tfpi2,tissue factor pathway inhibitor 2,2.777119091,4.63E-23,1.68E-20,1,8.07974732
ENSMUSG00000029663,Gngt1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1",4.787627839,0.003855312,0.018114525,1,0.716662493
ENSMUSG00000032757,Bet1,Bet1 golgi vesicular membrane trafficking protein,1.667578603,7.81E-07,1.30E-05,1,7.729480984
ENSMUSG00000002588,Pon1,paraoxonase 1,1.16176093,1.37E-06,2.12E-05,1,11.30116785
ENSMUSG00000042541,Sem1,"SEM1, 26S proteasome complex subunit",1.623405548,1.91E-07,3.75E-06,1,6.873017797
ENSMUSG00000012483,Rpa3,replication protein A3,2.066844177,0.00014624,0.001204843,1,3.659098064
ENSMUSG00000029632,Ndufa4,"Ndufa4, mitochondrial complex associated",1.796172417,4.40E-15,3.88E-13,1,9.741800934
ENSMUSG00000052419,2610001J05Rik,RIKEN cDNA 2610001J05 gene,2.937789214,2.85E-20,6.58E-18,1,5.525126687
ENSMUSG00000029553,Tfec,transcription factor EC,1.972968422,0.000433518,0.0029929,1,3.532380589
ENSMUSG00000015733,Capza2,"capping protein (actin filament) muscle Z-line, alpha 2",1.013574594,5.96E-06,7.71E-05,1,8.350278103
ENSMUSG00000029695,Aass,aminoadipate-semialdehyde synthase,1.732721718,1.01E-11,5.25E-10,1,10.44099368
ENSMUSG00000086922,Gm13835,predicted gene 13835,1.016483376,1.23E-05,0.000143635,1,8.090525317
ENSMUSG00000087380,2210408F21Rik,RIKEN cDNA 2210408F21 gene,1.427368871,0.001778068,0.009676105,1,4.599043627
ENSMUSG00000029762,Akr1b8,"aldo-keto reductase family 1, member B8",3.166539997,0.011057091,0.042000932,1,1.044219614
ENSMUSG00000038641,Akr1d1,"aldo-keto reductase family 1, member D1",1.392101933,3.16E-10,1.17E-08,1,9.765459936
ENSMUSG00000019689,Fmc1,formation of mitochondrial complex V assembly factor 1,1.349675517,0.000266314,0.001994503,1,5.781279049
ENSMUSG00000029864,Gstk1,glutathione S-transferase kappa 1,1.776172435,1.53E-13,1.05E-11,1,8.504503501
ENSMUSG00000054435,Gimap4,"GTPase, IMAP family member 4",1.844621195,1.20E-06,1.90E-05,1,5.424427988
ENSMUSG00000029815,Malsu1,mitochondrial assembly of ribosomal large subunit 1,1.160363645,0.00043118,0.002980002,1,6.058093184
ENSMUSG00000029817,Tra2a,transformer 2 alpha,1.461318257,9.37E-05,0.000826529,1,5.921598226
ENSMUSG00000038074,Fkbp14,FK506 binding protein 14,1.922301773,1.58E-05,0.000177414,1,4.060686382
ENSMUSG00000091625,Lsm5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",2.78262494,0.012805976,0.046881393,1,1.791294355
ENSMUSG00000037826,Ppm1k,protein phosphatase 1K (PP2C domain containing),1.843495883,4.81E-11,2.18E-09,1,9.081825405
ENSMUSG00000043162,Pyurf,Pigy upstream reading frame,1.073601087,0.000521477,0.003473597,1,6.046546947
ENSMUSG00000062190,Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2,1.66651746,5.41E-05,0.000517004,1,4.915999927
ENSMUSG00000029802,Abcg2,ATP binding cassette subfamily G member 2 (Junior blood group),1.010773111,7.92E-06,9.78E-05,1,8.806888441
ENSMUSG00000029910,Mad2l1,MAD2 mitotic arrest deficient-like 1,1.531886541,0.008136658,0.032763404,1,3.787355353
ENSMUSG00000047905,Gm8566,predicted pseudogene 8566,2.488946458,9.30E-16,9.60E-14,1,6.662657375
ENSMUSG00000068396,Rpl34-ps1,"ribosomal protein L34, pseudogene 1",1.920870758,2.76E-14,2.15E-12,1,7.517132325
ENSMUSG00000052962,Mrpl35,mitochondrial ribosomal protein L35,1.068547173,0.000317219,0.002300061,1,6.402825889
ENSMUSG00000063884,Ptcd3,pentatricopeptide repeat domain 3,1.493116739,1.25E-07,2.59E-06,1,7.169365121
ENSMUSG00000052738,Suclg1,"succinate-CoA ligase, GDP-forming, alpha subunit",1.325356047,1.32E-08,3.44E-07,1,9.333115832
ENSMUSG00000107770,Gm44126,"predicted gene, 44126",2.479307049,0.000639573,0.004117558,1,2.612795795
ENSMUSG00000014542,Clec4f,"C-type lectin domain family 4, member f",1.002994472,3.58E-05,0.000362623,1,8.196085779
ENSMUSG00000079494,Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,1.592979502,8.80E-06,0.000107813,1,5.600895277
ENSMUSG00000040078,Ptges3-ps,"prostaglandin E synthase 3, pseudogene",1.11758865,1.84E-06,2.75E-05,1,7.666603529
ENSMUSG00000054226,Tprkb,Tp53rk binding protein,1.439903578,3.21E-11,1.53E-09,1,8.699456204
ENSMUSG00000101655,2310040G24Rik,RIKEN cDNA 2310040G24 gene,3.129907134,0.012241612,0.045285403,1,1.120684468
ENSMUSG00000030057,Cnbp,cellular nucleic acid binding protein,1.798429656,2.89E-18,4.89E-16,1,9.741445533
ENSMUSG00000045100,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",1.566127644,0.00038922,0.002740732,1,4.562068118
ENSMUSG00000030031,Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,1.67162667,0.001961279,0.010476676,1,4.143027412
ENSMUSG00000030061,Uba3,ubiquitin-like modifier activating enzyme 3,2.466999587,1.53E-18,2.77E-16,1,6.589570239
ENSMUSG00000035199,Arl6ip5,ADP-ribosylation factor-like 6 interacting protein 5,1.576191696,3.75E-07,6.81E-06,1,6.390402585
ENSMUSG00000084319,Tpt1-ps3,"tumor protein, translationally-controlled, pseudogene 3",1.540005048,2.66E-15,2.47E-13,1,10.68463054
ENSMUSG00000005362,Crbn,cereblon,1.28103677,2.00E-06,2.95E-05,1,6.985198583
ENSMUSG00000048930,Tada3,transcriptional adaptor 3,1.283036616,0.001301859,0.007418495,1,4.938716404
ENSMUSG00000079426,Arpc4,"actin related protein 2/3 complex, subunit 4",1.696028755,2.94E-11,1.41E-09,1,7.062967537
ENSMUSG00000030284,Creld1,cysteine-rich with EGF-like domains 1,1.601500762,4.43E-07,7.87E-06,1,6.951162297
ENSMUSG00000033940,Brk1,"BRICK1, SCAR/WAVE actin-nucleating complex subunit",2.36445839,9.36E-18,1.43E-15,1,6.960801146
ENSMUSG00000030298,Sec13,"SEC13 homolog, nuclear pore and COPII coat complex component",1.950359032,2.26E-15,2.11E-13,1,7.255948196
ENSMUSG00000000440,Pparg,peroxisome proliferator activated receptor gamma,1.473864687,0.000360791,0.002564726,1,5.35200477
ENSMUSG00000057841,Rpl32,ribosomal protein L32,2.379558524,6.46E-17,8.29E-15,1,8.640857662
ENSMUSG00000019210,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",1.031451629,4.58E-05,0.000445498,1,8.005686981
ENSMUSG00000059908,Mug1,murinoglobulin 1,1.216099742,0.00014254,0.00118126,1,13.11631653
ENSMUSG00000071204,Gm10319,predicted pseudogene 10319,1.109587904,0.00034897,0.002491861,1,6.976568286
ENSMUSG00000055093,Rps27a-ps3,"ribosomal protein S27A, pseudogene 3",3.08688482,1.35E-15,1.34E-13,1,5.356255343
ENSMUSG00000049037,Clec4a1,"C-type lectin domain family 4, member a1",2.538211446,0.005013588,0.022476169,1,2.212804023
ENSMUSG00000023349,Clec4n,"C-type lectin domain family 4, member n",3.048060983,0.001342093,0.007627221,1,1.913751852
ENSMUSG00000107552,Gm44096,"predicted gene, 44096",2.168412398,0.012740249,0.046694629,1,2.369293185
ENSMUSG00000004268,Emg1,EMG1 N1-specific pseudouridine methyltransferase,1.263131418,2.31E-06,3.36E-05,1,6.825472205
ENSMUSG00000072772,Grcc10,"gene rich cluster, C10 gene",1.529833101,0.000589497,0.003853891,1,4.825290985
ENSMUSG00000030342,Cd9,CD9 antigen,1.509007143,1.35E-06,2.09E-05,1,5.670792085
ENSMUSG00000000399,Ndufa9,NADH:ubiquinone oxidoreductase subunit A9,1.800144972,7.38E-17,9.37E-15,1,8.396395263
ENSMUSG00000030157,Clec2d,"C-type lectin domain family 2, member d",1.5666121,8.53E-11,3.63E-09,1,9.915293129
ENSMUSG00000097354,2310001H17Rik,RIKEN cDNA 2310001H17 gene,1.76887531,3.08E-07,5.70E-06,1,5.339281237
ENSMUSG00000053063,Clec12a,"C-type lectin domain family 12, member a",2.54466272,3.72E-05,0.000373828,1,3.43092164
ENSMUSG00000030159,Clec1b,"C-type lectin domain family 1, member b",1.33563034,0.000625511,0.004054706,1,4.789032603
ENSMUSG00000079293,Clec7a,"C-type lectin domain family 7, member a",1.465138916,0.003907936,0.018308176,1,3.993834024
ENSMUSG00000030187,Klra2,"killer cell lectin-like receptor, subfamily A, member 2",3.189980928,0.000584398,0.003830418,1,1.956104082
ENSMUSG00000003031,Cdkn1b,cyclin-dependent kinase inhibitor 1B,1.284661879,2.42E-06,3.49E-05,1,6.527386449
ENSMUSG00000082691,Dynlt1-ps1,"dynein light chain Tctex-type 1, pseuodogene 1",1.015556726,0.011051538,0.041996508,1,5.405449082
ENSMUSG00000096010,H4f16,H4 histone 16,3.588497446,8.74E-21,2.27E-18,1,4.201086157
ENSMUSG00000030217,Art4,ADP-ribosyltransferase 4,2.120020757,0.010786471,0.041175642,1,2.763492923
ENSMUSG00000044378,Slc15a5,"solute carrier family 15, member 5",1.100552255,0.002367217,0.012252014,1,5.479644088
ENSMUSG00000008540,Mgst1,microsomal glutathione S-transferase 1,1.486712209,2.80E-11,1.36E-09,1,13.47221572
ENSMUSG00000030245,Golt1b,golgi transport 1B,1.381936261,0.006734911,0.028273213,1,4.5132628
ENSMUSG00000040370,Etfrf1,electron transfer flavoprotein regulatory factor 1,1.331166813,1.88E-07,3.71E-06,1,6.977163798
ENSMUSG00000067344,Rps25-ps1,"ribosomal protein S25, pseudogene 1",1.493194104,2.44E-06,3.51E-05,1,6.134124648
ENSMUSG00000030291,Med21,mediator complex subunit 21,3.237704316,6.51E-16,6.94E-14,1,4.715771063
ENSMUSG00000039958,Etfbkmt,electron transfer flavoprotein beta subunit lysine methyltransferase,1.060612202,0.000201365,0.001580059,1,7.232737628
ENSMUSG00000055541,Lair1,leukocyte-associated Ig-like receptor 1,2.357570283,7.13E-05,0.000652549,1,3.330451892
ENSMUSG00000070873,Lilra5,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",3.148939311,0.000111501,0.000958729,1,1.956104082
ENSMUSG00000063802,Hspbp1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",1.589820549,2.34E-06,3.38E-05,1,5.728918278
ENSMUSG00000086784,Isoc2a,isochorismatase domain containing 2a,2.102109846,2.52E-10,9.69E-09,1,8.524366701
ENSMUSG00000030382,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",1.193167912,7.58E-08,1.67E-06,1,11.80389604
ENSMUSG00000030378,Sult2a8,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8",2.672800512,6.30E-07,1.07E-05,1,11.46053224
ENSMUSG00000094156,Sult2a7,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7",2.478293067,0.000101058,0.000880599,1,2.804209787
ENSMUSG00000030403,Vasp,vasodilator-stimulated phosphoprotein,1.333756132,8.05E-05,0.000726297,1,5.527697218
ENSMUSG00000040511,Pvr,poliovirus receptor,1.605804566,0.000232872,0.001784274,1,4.850563204
ENSMUSG00000054499,Dedd2,death effector domain-containing DNA binding protein 2,1.203649838,6.14E-05,0.000576924,1,6.451972738
ENSMUSG00000052974,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2",1.55959189,1.57E-07,3.17E-06,1,11.98895751
ENSMUSG00000008384,Sertad1,SERTA domain containing 1,1.30142208,0.002007902,0.010684125,1,4.772942536
ENSMUSG00000040390,Map3k10,mitogen-activated protein kinase kinase kinase 10,1.067021566,0.009161328,0.035976561,1,5.105056038
ENSMUSG00000074227,Spint2,"serine protease inhibitor, Kunitz type 2",1.269069861,1.22E-06,1.91E-05,1,8.108282832
ENSMUSG00000037029,Zfp146,zinc finger protein 146,1.031395559,0.002548008,0.012939805,1,6.018855272
ENSMUSG00000036892,Prodh2,proline dehydrogenase (oxidase) 2,1.283690947,1.65E-09,5.25E-08,1,9.236699072
ENSMUSG00000036845,Lin37,lin-37 homolog (C. elegans),1.413395578,0.00664732,0.027991501,1,3.915904587
ENSMUSG00000006315,Tmem147,transmembrane protein 147,1.60211424,7.41E-09,2.02E-07,1,7.81454289
ENSMUSG00000002635,Pdcd2l,programmed cell death 2-like,1.200437554,0.006369874,0.027047464,1,4.508065317
ENSMUSG00000038704,Aspdh,aspartate dehydrogenase domain containing,1.147283351,1.27E-05,0.00014816,1,7.727805245
ENSMUSG00000038539,Atf5,activating transcription factor 5,1.810727091,1.35E-08,3.48E-07,1,9.170230942
ENSMUSG00000002963,Pnkp,polynucleotide kinase 3'- phosphatase,1.937440582,6.40E-09,1.79E-07,1,5.793009589
